Combined_Text,Category
INDIANA FEDERAL &lt;IFSL> 4TH QTR NET net 492000 v 677000 year net 2650000 v 2566000 note compani full name indiana feder save loan associ per share inform avail bank went public februari 11 1987,earn
LEAR-SIEGLER HOLDING TO DIVEST AEROSPACE UNIT forstmann littl co said lear siegler hold corp plan divest aerospac group subsidiari compri defen electron group compon group divestitur expect sinc learsiegl diversifi conglom acquir last decemb 21 billiondlrleverag buyout wall street firm forstmann littl lear aerospac group revenu fiscal 1987 expect 700 mln dlr said forstmann defen electron group design manufactur weapon manag system flight control system remot pilot vehicl refer navig system mainli militari market defen group subsidiari astron corp base santa monica calif employ 1076 peopl instrument avion system corp base grand rapid mich employ 3479 peopl intern corp base stamford conn employ 266 peopl develop scienc corp base ontario calif employ 237 peopl compon group manufactur pump bear industri compon well nuclear control drive rod mechan valv group subsidiari includ power equip corp base cleveland employ 880 peopl energi product corp base santa ana calif employ 755 peopl romek corp base elyria ohio employ 262 peopl transport dynam santa ana employ 254 peopl over lear aerospac group eight subsidiari employ 7200 peopl lear siegler said plan retain manag servic corp engag aircraft mainten modif variou depart defen agenc morgan stanley co act financ advsior group divestitur last month lear siegler said plan sell smith wesson handgun busi starcraft recreat product ltd peerless truck trailer oper unit part restructur plan lear appar retain piper aircraft unit,acq
RUBBERMAID &lt;RBD> COMPLETES ACQUISITIONS rubbermaid inc said complet previou announc acquisit vike brush ltd canadian maker brush broom clean aid littl tike manufactur licens ireland term disclo acquisit tike licens part expan littl tike european toy market,acq
CRYSTAL OIL CO &lt;COR> 4TH QTR LOSS oper shr loss 16 ct v loss 44 ct oper net loss 8926000 v loss 144 mln rev 9920000 v 212 mln year oper shr loss 430 dlr v loss 224 dlr oper net loss 2218 mln v loss 537 mln rev 514 mln v 944 mln note oper net exclud loss discontinu oper 228000 dlr v 4253000 dlr qtr 104 mln dlr v 142 mln dlr year,earn
CHEMFIX TECHNOLOGIES &lt;CFIX> 2ND QTR FEB 28 NET shr profit one ct v loss four ct net profit 53040 v loss 255568 rev 2252246 v 755605 six month shr profit three ct v loss eight ct net profit 217884 v loss 517538 rev 49 mln v 16 mln note compani full name chemfix technolog inc,earn
FEDERAL-MOGUL CORP &lt;FMO> SETS REGULAR DIVIDEND qtli div 40 ct v 40 ct prior pay june 10 record may 27,earn
IOWA RESOURCES INC &lt;IOR> DECLARES QTLY DIVIDEND qtli div 41 ct v 41 ct prior pay may 1 record april 8,earn
FIDUCIARY TRUST CO IN FIVE-FOR-ONE STOCK SPLIT fiduciari trust co intern said sharehold annual meet approv fiveforon stock split effect may 15 1987 holder record april 15 1987 compani said split would increa number author common share 440000 2200000 share issu addit compani said author anoth 800000 share would issu time compani also chang stock par valu 10 dlr share 250 dlr share explain transfer 1100000 dlr undivid profit account capit account order rai new par valu two dlr fiveforon split 250 dlr,earn
MODULAIRE &lt;MODX> BUYS BOISE HOMES PROPERTY modulair industri said acquir design librari manufactur right privatelyown boi home undisclo amount cash boi home sold commerci residenti prefabr structur modulair said,acq
LA QUINTA MOTOR INNS INC&lt;LQM>3RD QTR FEB 28 NET shr profit 25 ct v loss nine ct net profit 3433000 v loss 1310000 rev 371 mln v 390 mln nine mth shr profit 28 ct v profit 27 ct net profit 3883000 v profit 3908000 rev 1332 mln v 1320 mln avg shr 138 mln v 142 mln note current net includ gain sale 31 inn 7719000 dlr qtr 7975000 dlr nine mth,earn
"KANSAS CITY SOUTHERN INDUSTRIES SAYS IT EAGER TO PURCHASE SOUTHERN PACIFIC RAILROAD
 kansa citi southern industri say eager purcha southern pacif railroad",acq
U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN semiconductor industri associ urg u govern impo trade sanction japan violat usjapan semiconductor trade agreement letter treasuri secretari jame baker group said sanction impo japan chipmak april 1 continu unit state satisfi full complianc agreement group said action japan cut back semiconductor export requir america interest requir agreement honor u industri bear burden persist unwil inabl govern japan deliv commit trade group said white hou econom polici council expect discu possibl sanction japan meet schedul thursday trade group said japan live term agreement last year aim end japan dump semiconductor open japan market foreignba manufactur,trade
"FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES
 fed approv chemic bank acquisit texa commerc bancshar",acq
KANSAS CITY &lt;KSU> READY TO BUY SOUTHERN PACIFIC kansa citi southern industri inc said readi promptli purcha southern pacif transport co santa fe southern pacif corp sfx interst commerc commiss reject sant fe attempt reopen merger southern atchison tokepa santa fe railway file icc late today compani outlin four condit offer acquir southern pacif among condit santa fe enter agreement indemnifi kansa citi contig liabilit southern pacif exist close date financ condit southern remain larg unchang today onward even eager make fair market valu offer cash southern pacif said kansa citi southern presid chief execut offic landon h rowland offer disprov constant derog sourthern pacif sfsp manag best exemplifi sfsp chief execut john schmidt comment icc hear southern pacif bankrupt said rowland said merg southern kansa citi achiev benefit endtoend merger presev independec southern pacif versu exist prime competitor santa fe kansa said southern manag estim valu railroad 1983 rang 281 mln dlr 12 billion dlr said morgan stanley co inc salomon brother inc hire 1983 advi southern santa fe merger apprai southern worth 500 mln dlr 800 mln dlr le southern intern valuat kanasa citi southern said make offer southern book record properti examin examin complet even absenc willingn sfsp negoti kcsi make offer write said compani kansa also said argu icc file santa fe met legal requir justifi commiss reconsid propo merger santa fe southern pacif two railroad said basic parallel throughout rout icc vote four one last summer reject merger inher anticompetit kansa said santa fe petit reconsid argu trackag agreement union pacif denver rio grand western railroad add valu merger,acq
"GENCORP &lt;GY> BID COULD BE RAISED, GROUP SAYS investor group said might rai 100 dlr per share offer gencorp far compani turn request meet might abl see addit valu could meet get financ data said joel reed speak investor group reed told reuter gencorp chairman william reynold interest sit talk u time cyril wagner sought meet recent telephon conver reynold reed said wagner brown along afg industri inc afg recent launch surpri tender offer gencorp offer worth 223 billion dlr reed said circumst 100 dlr per share tender offer expir april 15 fair offer gencorp gain 312 114 today nyse reed outlin plan reshap gencorp event group win control said aerospac soft drink bottl entertain unit potenti divestitur candid said tire busi group want keep may viabl merg anoth tire compani one option would tri grow tire busi combin acquisit reed said said believ merger could creat stronger forc tire industri gari miller chief financ offic afg said compani record acquir matur busi boost product autom incent tie profit share use success said case gencorp rko gener broadcast station reed said plan partner step gencorp shoe proceed plan sell station partner said suc acquir gencorp intend consumm sale wortv new york mca inc mca gencorp last year enter agreement sell station 387 mln dlr partner also said acquir gencorp would also proceed propo sale khjtv lo angel walt disney co di rko gener would receiv 217 mln dlr fidelilti televi challeng licen would get 103 mln dlr partner also said feder commun commiss establish expedit schedul receiv comment request special temporari author propo trust arrang fcc consid formal applic transfer broadcast unit reed said plea expedit schedul provid time agenc act request expir tender offer said aim partner move quickli possibl elimin uncertainti surround station ask critic takeov attempt voic municip offici akron ohio gencorp headquart reed said plan partner offer long term growth ohio note aerospac busi slate divestitur partner plan locat california program one over would provid greatest long term growth segment said",acq
FED APPROVES CHEMICAL NEW YORK &lt;CHL> MERGER chemic new york corp texa bancshar inc tcb said feder reserv board approv propo 119 billion dlr merger compani also said secur exchang commiss declar effect march 24 registr statement cover secur chemic issu texa bancshar sharehold part merger compani said expect complet merger creat bank 80 billion dlr asset end second quarter merger still requir sharehold approv,acq
VARITY&lt;VAT> SEES IMPROVED RESULTS AFTER 1ST QTR variti corp earlier report full year loss prior year profit said improv expect balanc fiscal 1987 new product fill inventori pipelin cutback oper cost realiz newli acquir dayton walther busi fulli integr howev oper result like remain pressur first quarter end april 30 said variti earlier report loss fiscal 1986 end januari 31 233 mln u dlr compar yearearli profit 39 mln dlr variti said continu deterior major market weaken u dollar unforeseen delay launch major new line tractor contribut full year loss industri demand farm machineri continu erod latest fiscal year worldwid industri retail sale tractor slide 10 pct last year depress level compani said howev variti increa share global tractor market one pct 182 pct said combin impact costli sale incent foreign exchang adjust margin substanti variti said,earn
CAMPBELL RESOURCES &lt;CCH> UPS MESTON LAKE STAKE campbel resourc inc said rai vote stake meston lake resourc inc 64 pct 52 pct acquisit anoth 870000 meston lake share previou report takeov bid campbel bid expir march 23 offer 80 ct cash 125 legend campbel share meston share legend share tradeabl one year said 34 mln meston share tender offer held 550 stockhold includ quebec la societ de developp de la baie jame 13 mln share,acq
METROBANC &lt;MTBC> SHAREHOLDERS APPROVE MERGER metrobanc feder save bank said sharehold approv previou announc merger comerica inc cmca bank hold compani metrobanc said merger still subject regulatori approv,acq
PLAINS RESOURCES INC &lt;PLNS> YEAR LOSS oper shr loss 31 ct v profit three ct oper net loss 887886 v profit 646250 rev 9724418 v 108 mln note yearago oper net exclud tax credit 230000 dlr,earn
GV MEDICAL INC &lt;GVMI> 4TH QTR LOSS shr loss 20 ct v loss 26 ct net loss 798289 v loss 777667 rev 262738 v nil avg share 3930360 v 2959029 year shr loss 96 ct v loss 125 dlr net loss 3202355 v loss 3060407 rev 676341 v nil avg share 3339174 v 2445423,earn
EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL hou bank committ adopt legisl direct u treasuri begin negoti aim seek regular adjust exchang rate countri taiwan south korea whose currenc peg valu u dollar measur adopt part widerang trade bill consid full hou april move senat bill mani provi also set prioriti u negoti stabl exchang rate urg govern interv necessari offset fluctuat addit bank committ bill would author u bank use varieti mean deal debt problem develop countri lower interest rate exist debt renegoti loan debt forgiv bill would give blanket waiver feder bank regul bar action bill would direct treasuri secretari jame baker discu debtridden develop countri possibl u set public debt manag agenc would purcha debt discount negoti restructur debt bank bill author u particip multilat invest guarant agenc miga request administr congress would approv initi u subscript 22 mln dlr set council industri competit compo industri administr member explor way make u competit world market,interest
U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN semiconductor industri associ urg u govern impo trade sanction japan violat usjapan semiconductor trade agreement letter treasuri secretari jame baker group said sanction impo japan chipmak april 1 continu u satisfi full complianc agreement group said action japan cut back semiconductor export requir america interest requir agreement honor u industri bear burden persist unwil inabl govern japan deliv commit trade group said white hou econom polici council expect discu possibl sanction japan meet schedul thursday trade group said japan live term agreement last year aim end japan dump semiconductor open japan market foreignba manufactur,trade
"CLABIR &lt;CLG>, AMBRIT &lt;ABI> CALL OFF MERGER clabir corp ambrit corp said call plan clabir buy 16 pct vote interest ambrit alreadi compani said agr pursu merger sever action recent taken ambrit would mean substanti delay complet deal said might reviv merger plan later date seek way clabir increa hold ambrit",acq
DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL holl inc said 58 pctown daili telegraph plc london agr form joint ventur print compani manchest england news intern plc financ term undisclo said deal involv news intern acquisit 50 pct stake telegraph trafford park print ltd subsidiari joint compani continu print northern edit telegraph sunday telegraph spare capac use print sun news world arrang significantli cut telegraph cost holl said,acq
FRIEDMAN INDUSTRIES INC &lt;FRD> QUARTERLY DIV qtli div seven ct v seven ct prior pay june one record may four,earn
LATIN OIL PRODUCERS TO MEET IN CARACAS five region oil produc nation gather caraca tommorrow twoday meet expect center way combat propo u tax import petroleum venezuela ministri energi mine said oil minist mexico trinidad tobago ecuador venezuela hand fifth meet inform group latin american caribbean petroleum export form 1983 said colombia also attend first time observ nation ministri said energi mine minist arturo hernandez grisanti said confer set agenda one entir session friday devot propo tax import oil two group member venezuela mexico second third largest foreign supplier oil unit state respect follow canada venezuela concern effect tax would export undertook diplomat push coordin strategi measur februari canadian energi minist marcel mass invit caraca talk hernandez propo oil import tax,crude
AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE reserv bank australia morn cut rediscount rate 1730 pct 1700 pct rediscount rate bank buy back treasuri note market sourc said cut reflect recent ea market interest rate also point yesterday treasuri note tender 400 mln dlr 13week note went averag yield 15473 pct 15870 last week 100 mln dlr 26week note went averag 15414 15790 last week,interest
GENOVA &lt;GNVA> SIGNS DEFINITIVE MERGER AGREEMENT genova inc said sign definit agreement previou announc merger genova product inc agreement genova product pay 538 dlr share 29 pct genova outstand common share alreadi compani said plan complet transact requir sharehold approv end march,acq
PENOBSCOT SHOE CO &lt;PSO> 1ST QTR FEB 27 NET shr 69 ct v six ct net 421306 v 44132 rev 3721178 v 3125935 note current qtr net includ gain 281000 dlr mostli sale secur properti,earn
EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL hou bank committ adopt legisl direct u treasuri begin negoti aim seek regular adjust exchang rate countri taiwan south korea whose currenc peg valu u dollar measur adopt part widerang trade bill consid full hou april move onto senat bill mani provi also set prioriti u negoti stabl exchang rate urg govern interv necessari offset fluctuat,money-fx
CONSOLIDATE CAPITAL TRUST &lt;CIOTS> 4TH QTR NET shr 32 ct v nil net 12 mln v 100000 avg shr 3692000 v 3148000 year shr 102 dlr v 54 ct net 37 mln v 800000 avg shr 3607000 v 1461000 note net depreci full name consolid captial incom opportun trust2,earn
"TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES
 treasuri baker say stand pari pact foster stabl currenc",money-fx
BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT treasuri secretari jame baker said stood pari agreement among lead industri nation foster exchang rate stabil around current level would refer pari agreement recognit currenc within rang broadli consist econom fundament baker told cabl news network interview quit satisfi agreement pari otherwi would parti said baker also note nation agr accord cooper foster greater exchang rate stabil around level refu comment directli current yendollar rate said flatli foreign exchang market recent tend draw unwarr infer say baker quot british televi weekend say target u currenc statement trigger week renew declin dollar think pari agreement repr evid intern econom polici coordin aliv well baker said treasuri secretari stress howev import main surplu countri grow fast could consist low inflat resolv trade imbal ad feder reserv board chairman paul volcker also outspoken suggest main trade partner grow fast baker note jcurv delay benefici effect weaken currenc countri trade balanc take 12 18 month work way trade deficit 18 month sinc plaza agreement lower dollar valu also said improv trade deficit come sourc besid exchang rate point administr packag improv u competit congress,money-fx
BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP treasuri secretari jame baker said expect u trade deficit fall 15 billion 20 billion dlr 1987 comment deficit interview cabl news network baker said think go see 15 20 billion dlr reduct year deficit 170 billion dlr 1986 baker note benefit weaker currenc take 12 18 month affect trade balanc said 18 month sinc plaza agreement lower dollar valu,trade
"Sumita says major nations will continue to cooperate to stabilize currencies
 sumita say major nation continu cooper stabil currenc",money-fx
N.Z. MONEY SUPPLY RISES 2.4 PCT IN JANUARY new zealand broadli defin season adjust m3 money suppli grew estim 24 pct januari 34 pct revi 36 rise decemb 07 pct rise januari 1986 said unadjust m3 increa estim 3013 billion nz dlr 3008 revi 3006 billion decemb 2518 billion januari 1986 yearonyear m3 rose 1966 pct januari 1780 pct revi 1777 decemb 2010 pct januari 1986 narrowli defin yearonyear m1 growth 2194 pct januari 1589 pct decemb 1410 pct year earlier m1 grew estim 472 billion dlr 503 billion decemb 387 billion januari 1986 yearonyear privat sector credit psc grew 3107 pct januari 3064 pct revi 3068 decemb 2140 pct januari 1986 psc grew 2269 billion dlr 2224 billion decemb 1731 billion januari 1986,money-supply
"FURTHER YEN RISE WOULD HURT JAPAN ECONOMY, SUMITA bank japan governor satoshi sumita said yen rise would adver effect japan economi told japan busi leader bank japan continu take adequ measur includ market interv stabil exchang rate necessari close cooper major industri nation said current instabl exchang rate last six major nation britain canada franc japan u west germani agr pari last month act togeth hold currenc stabl sumita said bank japan continu pursu adequ flexibl monetari polici watch econom financ develop outsid japan said deci cut discount rate februari 20 hard choic bank monetari condit alreadi suffici ea prevent resurg inflat bank take cautiou stanc regard develop stem easi credit condit said said latest discount rate cut 25 pct stabil exchang rate expand domest demand comment dollar fall 150 yen sumita reiter cannot find specif reason currenc weak market undertook specul dollar sell react oversea comment monetari author trade tension said sumita repeat japan economi may gradual recov latter half 198788 fiscal year end april 1 1988 provid exchang rate stabil",interest
EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM european commun ec consid talk agricultur trade reform insep talk trade reform present gatt round willi de clercq extern relat commiss ec said told report ec would bow pressur reach earli seper agreement agricultur trade said ec want stick fouryear schedul agr member gener agreement tariff trade gatt punta del est uruguay last year includ agricultur trade liberali first time lengthi program renegoti gatt trade issu discu current gatt round includ reform trade merchandi servic de clercq way china attend twoday confer 22 gatt trade minist held new zealand sever minist critici ec saw restrict agricultur trade practic call urgent reform u trade repr clayton yeutter also said import agreement agricultur trade reform reach earli possibl de clercq said gatt program reach long hard negoti ec want chang want stick agreement reach clear new round would one undertak global negoti two track fast track slow track one track track de clercq said start select prioriti prioriti prioriti say agricultur urgent urgent thing said said punt del est agreement taken eight month prepar eight day negoti,trade
LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987 engin group lind ag lingf world group turnov rose 5186 mln mark first two month 1987 52 pct 1986 period manag board chairman han meinhardt said world group incom order fell 22 pct 5873 mln mark meinhardt told annual news confer exclud exchang rate movement world group turnov rose 89 pct incom order increa 10 pct lind expect satisfactori result increa sale year meinhardt gave detail forecast domest group 1986 net profit rose 10579 mln mark 8071 mln meinhardt said domest group turnov rose 67 pct 3941 mln mark first two 1987 month period last year incom order fell 52 pct 4566 mln lind ask sharehold annual meet may 13 rai authori share capit maximum 30 mln mark nomin issu share warrant bond maximum issu volum 200 mln mark lind authori share capit current stand nomin 496 mln mark meinhardt said authori would give compani necessari flexibl case lind need addit fund acquisit declin give detail world group turnov rose 72 pct 388 billion mark 1986 incom order bare chang 391 billion mark meinhardt said without sharp appreci mark major trade partner currenc incom order would four pct prior year level world group turnov heavi plant construct rose 74 pct 777 mln mark incom order drop 57 pct 739 mln mark wake dollar oil price plung world sale technic gase rose 51 pct 105 billion mark incom order gain 52 pct 105 billion mark meinhardt said lind strengthen market posit refrig sector particularli strong turnov order gain austria itali norway world group sale sector fell 25 pct 493 mln mark incom order rose 25 pct 513 mln mark fork lift truck hydraul sector saw world group sale rise 124 pct 152 billion mark incom order gain 80 pct 157 billion mark domest group turnov rose 82 pct 293 billion mark incom order increa 19 pct 292 billion mark compani produc full capac 1986,earn
LINDE AG &lt;LING.F> 1986 YEAR domest group net profit 10579 mln mark v 8071 mln turnov 293 billion mark v 271 billion incom order 292 billion mark v 286 billion order book end decemb 228 billion v 237 billion tax payment 10498 mln mark v 8867 mln depreci fix asset 10725 mln mark v 15075 mln new invest fix asset 14888 mln v 14822 mln dividend alreadi announc 12 mark v 11 dvfa earn per share 3222 mark v 2754 mark sharehold annual meet may 13 dividend date may 14 world group turnov 388 billion mark v 362 billion incom order 391 billion mark v 391 billion new invest fix asset 247 mln mark v 252 mln world group profit figur given parent compani net profit 9504 mln mark v 7491 mln turnov 228 billion mark v 214 billion,earn
TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA bank japan governor satoshi sumita said japan nation interest make greater effort reduc trade surplu told busi execut import issu world economi correct intern trade imbal solut world debt problem end japan u must make medium longterm effort alter econom structur expand trade gap two nation world econom growth therefor expan debtor countri export market need solv debt issu ad,trade
GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER action taken yet reagan adminstr offer escort kuwaiti oil tanker gulf issu discu u secretari defenc caspar weinberg said offer made kuwait light iran deploy chinesebuilt missil cover entranc gulf weinberg told report prior speech texa christian univ think iran unit state move toward potenti conflict ad strait hormuz mouth gulf still free water,ship
MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD financ minist kiichi miyazawa said major nation take action stabili exchang rate line agreement pari last month govern sourc said miyazawa told upper hou session six nation britain canada franc japan u west germani abid pari accord six agr cooper stabili exchang rate around current level miyazawa said wish attend meet seven major nation g7 expect imfworld bank interim committ meet washington start april 9 sourc quot miyazawa say japan tri prevent rise yen japan take matter seriou ad ask six nation agr stabili dollar 153 yen rate prevail time pari talk miyazawa declin give specif figur said mention specif rate would creat unexpect situat,money-fx
"Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion
 hoechst ag 1986 world group pretax profit 321 billion mark v 316 billion",earn
"BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL
 bank franc launch money market interv tender offici",money-fx
HOECHST AG &lt;HFAG.F> YEAR 1986 year end decemb 31 world group pretax profit 321 billion mark v 316 billion turnov 3801 billion mark v 4272 billion world group turnov compri domest sale 1083 billion v 1080 billion foreign sale 2718 billion v 3192 billion parent pretax profit 182 billion mark v 162 billion turnov 1409 billion v 1535 billion parent turnov compri domest sale 647 billion v 684 billion foreign sale 762 billion v 851 billion parent invest fix asset 960 mln mark v 831 mln depreci fix asset 935 mln mark v 847 mln invest new particip 253 billion mark v 294 mln,earn
BANK OF FRANCE LAUNCHES MONEY MARKET TENDER bank franc said set money market interv tender today inject fund market first categori paper money market sourc said surpri announc might herald quarter percentag point cut central bank interv rate 734 pct level set march 10 ad cut rel unlik interv rate cut eight pct march 10 rai 714 pct januari 2 head specul pressur franc dealer said market fundament could justifi ea combin technic factor renew currenc uncertainti surround dollar put shortterm upsid pressur interest rate recent session call money rose yesterday 778 eight pct 734 78 pct today first indic 818 14 ea news tender 71316 78 pct technic factor make slight shortag liquid market includ settlement yesterday latest monthli treasuri tap stock tender march 5 market sourc said,interest
"BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash
 bp say tender remain 45 pct standard oil 70 dlr share cash",acq
BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES british petroleum co plc bpl said intend make tender offer 45 pct standard oil co srdn alreadi 70 dlr share cash total 74 billion offer fulli accept offer would made bp north america inc unit intend commenc later april 1 offer would condit minimum number share tender bp said statement 70 dlr share price base valuat well financ advi took account review public nonpubl inform standard close new york last night 6478 dlr 134 dlr bp share drop announc 877p 888p last night close third cash payabl would met bp resourc remaind would come new borrow partli bank fouryear commit revolv credit facil partli new u dlr commerci paper programm compani said cour arrang facil bp chairman sir peter walter said group invest standard largest singl asset full ownership would enabl invest oper deci made without limit minor interest bp also believ acquisit repr optimum use financ resourc confid oil price like remain within rang suffici justifi invest walter ad also felt due manag chang 1986 standard could oper success even lower oil price environ standard net asset end1986 702 billion dlr year report loss 108 billion dlr tax extraordinari item 608 mln dlr analyst said move bp come surpri one note immedi clear group spend much money buy compani alreadi control bp could also bought remaind standard share consid cheaper move six month ago also unclear effect tender would uk govern recent announc intend dispo remain 317 pct stake bp sometim 198788 financ year analyst said analyst paul sped broker kleinwort grieveson note effect govern sale stake bp would depend reaction market deal would probabl push bp gear around 59 pct 20 pct current said howev likelihood oil price would repeat last year rapid drop prospect standard return profit year bp benefit cash flow good standard high cost oil produc analyst note sped note need 12 dlr barrel make money 15 dlr barrel revenu product downstream activ would push comfort surplu bp initi took stake standard follow discoveri oil alaska prudho bay 1969 bp inadequ distribut facil u standard strong market refin short crude oil analyst said bp promot major manag reorgani standard past year probabl much shakeup standard complet one possibl factor behind time tender offer sped said bp will take hard deci major balanc sheet write sale asset well receiv market lower cost possibl especi rationali loss make miner divi allow benefit oil price recoveri come straight 1987 profit without cut back sector,acq
HOECHST RAISES PROFITS ON LOWER SALES hoechst ag hfagf said statement increa pretax profit 1986 despit fall turnov due lower foreign sale lower sale due fall dollar currenc mark factor pressur sell price sharp fall price crude oil petrochem raw materi sale polystyren busi u netherland world group pretax profit rose 321 billion mark 1986 316 billion 1985 sale fall 3801 billion 4272 billion within group turnov foreign sale fell 2718 billion mark 1986 3192 billion 1985 drop 149 pct statement made mention net profit figur hoechst announc dividend propo april 23 first quarter year sale hit cold weather start year dollar continu present low level 1987 sale previou year although volum term unchang 1986 hoechst said sale paint dye fibr sheet inform technolog rose 1986 plant construct sale fell hoechst attribut good result perform parent compani unit west germani american hoechst corp improv earn u larg reflect restructur styren polystyren activ roussel uclaf rucfpa domest nonconsolid partner perform well 1985 hoechst attribut 12 pct rise parent compani pretax profit 182 billion mark rise earn interest hold compani fall extraordinari cost fall raw materi price enough compen declin turnov due lower price currenc hoechst said bulk 253 billion mark invest new project 294 mln mark 1985 went capit increa hoechst capit corp connect acquisit celan corp celan merg american hoechst februari form hoechst celan corp,earn
"Danish overnight money market rate cut to 10 pct from 10.5 - central bank
 danish overnight money market rate cut 10 pct 105 central bank",interest
BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS australia largest compani broken hill pti co ltd brkn bhp expect report net profit around 600 mln 620 mln dlr tomorrow first nine month end februari 28 share analyst poll reuter said would well 8130 mln dlr earn first three quarter 198586 full year end may 31 1986 group earn record 9882 mln dlr analyst estim group would report third quarter net region 200 mln 220 mln dlr 2386 mln year earlier 2203 mln second quarter bhp earn first half end novemb 30 amount 3970 mln dlr sharpli 5893 mln year earlier analyst predict bhp report upturn petroleum earn compar first quarter reflect improv crude oil price bass strait field gain would offset lower miner steel earn said miner group hit lower coal price shipment japan steel divi affect industri product problem analyst note third quarter normal bhp lowestearn period owe number season factor predict sharp rise fourth quarter net around 300 mln dlr one key factor fourth quarter expect tax break 70 mln dlr invest allow capit expenditur steel divi said said saw bhp full year earn around 900 mln 920 mln dlr ad declin 198586 would surpri note bhp said would difficult equal record 198586 net profit,earn
" BP units seek five billion dlr revolving credit to support Standard Oil tender
 bp unit seek five billion dlr revolv credit support standard oil tender",acq
LUCAS INDUSTRIES PLC &lt;LUCS.L> HALFYEAR ENDED JAN 31 shr 229p v 269p interim div 26p v pretax profit 400 mln stg v 380 mln net profit minor 296 mln v 309 mln turnov 8250 mln v 7916 mln trade profit 528 mln stg v 525 mln relat compani profit 31 mln v 14 mln interest payabl 123 mln v 146 mln reorgani redund cost 36 mln v 13 mln tax 104 mln v 71 mln minor 15 mln v 24 mln extraordinari charg 13 mln v 342 mln,earn
BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT bp intern bp north america seek five billion dlr four year syndic credit facil support british petroleum co plc tender offer 45 pct standard oil co alreadi morgan guaranti trust co new york said arrang facil guarant british petroleum co plc bpl probabl largest credit facil ever arrang europ bond analyst said full term announc either later today tomorrow morn bp said earlier plan tender offer 45 pct standard alreadi 70 dlr share cash financ arrang morgan guaranti take form fulli commit revolv credit announc earlier bp also arrang u commerci paper program connect tender part revolv use support program exact size u program decid dealer yet chosen credit facil also allow borrow issu cash advanc matur one three six month tender panel compri bank commit facil despit unprec size euromarket facil morgan guaranti said syndic among bp relationship bank result bank offer lead manag statu 200 mln dlr colead manag 125 mln manag 75 mln although price mani credit facil becom extrem fine recent year keen competit win mandat morgan guaranti said bank would compen fairli sinc special purpo facil must complet quickli sign expect 10 day,acq
CLUB MEDITERRANEE &lt;CMI.PA> - YEAR ENDED OCTOBER 31 parent compani 1986 net profit 20255 mln franc v 17131 mln dividend 1302 franc v includ 434 franc tax credit note compani earlier report consolid net profit 3159 mln franc v 30208 mln consolid attribut profit 2933 mln v 2666 mln,earn
U.K. MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT bank england said forecast flat posit money market today among main factor matur assist takeup treasuri bill drain 545 mln stg rise note circul 35 mln stg outflow offset 490 mln stg exchequ transact banker balanc target 70 mln,money-fx
EC SUGAR TENDER SEEN AS FURTHER CONCESSION rebat grant yesterday ec sugar tender repr concess produc complaint lose money export outsid bloc trade sourc said said maximum rebat 45678 european currenc unit ecu per 100 kilo 087 ecu produc claim need obtain equiv price offer sale interv rebat last week tender 13 ecu short level produc thought necessari previou week 25 ecu level sourc said produc offer total 854000 tonn sugar interv appar attempt persuad commiss set higher maximum rebat given formal indic commiss intend withdraw offer french german oper involv would abl withdraw offer five week april 1 sugar offici enter interv store fiveweek period normal delay sugar go interv payment made ec offici said commiss buy sugar determin immedi resel move could drive market price,sugar
" German February trade surplus 10.4 billion marks (Jan surplus 7.2 billion) - official
 german februari trade surplu 104 billion mark jan surplu 72 billion offici",trade
